,Decade,Year,Date,Time,Location,Operator,Op_Code,Route,AC Type,Make_Type,Aboard,Fatalities,Accident_Code,Summary
116,1921-1930,1926,10/08/1926,15:00,"Bueren, Germany",Deutsche Lufthansa,Passenger,Unknown,Fokker FG III,Fokker,4.0,4.0,Weather,Weather related.
117,1921-1930,1926,10/21/1926,13:15,English Channel,Imperial Airways,Passenger,Croydon - Paris,Handley Page W-10,Handley,12.0,0.0,Machine Issue,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry."
118,1921-1930,1926,11/11/1926,08:00,"Cape Bojador, Morocco",Grands Express Aeriens,Passenger,Casablanca -Dakar,Breguet 14,Breguet,3.0,3.0,Fire,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed."
119,1921-1930,1926,12/16/1926,15:00,"Medford, Oregon",Pacific Air Transport,Passenger,Unknown,Ryan M-1,Ryan,1.0,1.0,Weather,The postal plane crashed into a mountain slope in foggy conditions.
120,1921-1930,1927,01/12/1927,15:00,"Estaires, France",Fokker,Passenger,Delivery flight,Fokker F-VII,Fokker,0.0,0.0,Landing/Takeoff,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.
121,1921-1930,1927,03/20/1927,15:00,"Rabat, Morocco",Grands Express Aeriens,Passenger,Casablanca - Oran,Breguet 14,Breguet,1.0,1.0,Unknown,Unknown.
122,1921-1930,1927,03/24/1927,15:00,"Tambo, Qld, Australia",Qantas,Passenger,Charleville - Tambo - Blackall,de Havilland DH-9C,de,3.0,3.0,Landing/Takeoff,"While attempting to land, the engine failed, the aircraft stalled and crashed."
123,1921-1930,1927,04/15/1927,15:00,"King Hill, Idaho",Varney Air Lines,Passenger,Unknown,Swallow Swallow,Swallow,1.0,1.0,Machine Issue,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
124,1921-1930,1927,04/22/1927,15:00,"Floh, Germany",Deutsche Lufthansa,Passenger,Charleville - Tambo - Blackall,Fokker FG III,Fokker,2.0,2.0,Machine Issue,Crashed following engine failure.
125,1921-1930,1927,04/22/1927,15:00,"Goshen, Indiana",US Aerial Mail Service,Others,Unknown,Douglas M-4,Douglas,1.0,1.0,Weather,Crashed into a field during a snow storm.
126,1921-1930,1927,05/02/1927,15:00,"Algiers, Algeria",Air Union,Passenger,Unknown,SPCA Meteore 63,SPCA,3.0,1.0,Machine Issue,The three engine seaplane stalled and crashed into the sea shortly after taking off.
127,1921-1930,1927,07/27/1927,15:00,"Amoneburg, Germany",Deutsche Lufthansa,Passenger,Kassel - Frankfurt,Junkers F-13,Junkers,5.0,5.0,Landing/Takeoff,Crashed after experiencing engine failure and attempting to make a forced landing.
128,1921-1930,1927,08/22/1927,08:30,"Sevenoaks, England",KLM Royal Dutch Airlines,Passenger,Croydon - Schiphol,Fokker F-VIII,Fokker,11.0,1.0,Landing/Takeoff,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
129,1921-1930,1927,09/03/1927,15:00,"Willington, Connecticut",Colonial Air Transport,Passenger,Unknown,Fokker Universal,Fokker,1.0,1.0,Unknown,The postal plane crashed for unknown reasons.
130,1921-1930,1927,09/17/1927,15:00,"Hadley, New Jersey",Reynolds Airways,Passenger,Sightseeing,Fokker F-VII,Fokker,12.0,7.0,Machine Issue,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.
131,1921-1930,1927,09/17/1927,04:05,Atlantic Ocean,Private,Passenger,Old Orchad Beach - Rome,Fokker F7,Fokker,3.0,3.0,Unknown,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight."
132,1921-1930,1927,09/23/1927,10:00,"Schleiz, Germany",Deutsche Lufthansa,Passenger,Berlin - Munich,Dornier Merkur,Dornier,6.0,6.0,Unknown,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.
133,1921-1930,1927,10/06/1927,15:00,"Thies, Mauritania",Lignes Aeriennes Latecoere,Passenger,Saint Louis - Dakar,Breguet 14,Breguet,2.0,2.0,Landing/Takeoff,The plane crashed while attempting to land at Dakar.
134,1921-1930,1927,10/30/1927,15:00,"New Brunswick, New Jersey",Colonial Air Transport,Passenger,Unknown,Fairchild FC-2,Fairchild,4.0,4.0,Human Error,Went into a tailspin and crashed into a corn field about 10 km from the airport.
135,1921-1930,1927,11/08/1927,15:00,"Strasburg, France",CIDNA,Passenger,Strasbourg - Paris,Farman F-121 Jabiru,Farman,1.0,1.0,Unknown,The mail plane crashed shortly after taking off.
136,1921-1930,1927,11/16/1927,15:00,Over the Gulf of Finland,Aero O-Y,Passenger,Tallinn - Helsinki,Junkers F-13,Junkers,6.0,6.0,Landing/Takeoff,Crashed in the gulf of Finland and never found.
137,1921-1930,1927,11/29/1927,15:00,"Corunna, Indiana",National Air Transport,Passenger,Unknown,Douglas M-4,Douglas,1.0,1.0,Weather,The postal plane crashed at night in poor weather.
138,1921-1930,1927,12/28/1927,15:00,"Almeria, Spain",Aeropostale,Passenger,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,Breguet,1.0,1.0,Fire,A fire erupted aboard the mail plane while en route and crashed.
139,1921-1930,1927,12/31/1927,15:00,"Near Marseille,France",Latecoere Airlines,Passenger,Test flight,Latécoère 23 (flying boat),Latécoère,5.0,5.0,Machine Issue,"Suffered structural failure at an altitude of 1,000 ft."
140,1921-1930,1928,01/08/1928,15:00,"Near Canajoharie, New York",Colonial Western Airlines,Passenger,Minola - Albany - Buffalo,Fairchild FC-2,Fairchild,3.0,3.0,Weather,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..
141,1921-1930,1928,01/16/1928,15:00,"Solis, Uruguay",Aeropostale,Passenger,Buenos Aires - Montevideo,Latecoere 25,Latecoere,2.0,2.0,Unknown,The wing on the mail plane detached from the aircraft and crashed into the sea.
142,1921-1930,1928,01/22/1928,15:00,"L'Hospitalet, Ariège",Aeropostale,Passenger,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,Breguet,1.0,1.0,Machine Issue,Crashed after experiencing mechanical difficulties.
143,1921-1930,1928,01/22/1928,15:00,"Tarragona, Spain",Aeropostale,Passenger,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,Breguet,2.0,2.0,Unknown,Crashed in unknown circumstances.
144,1921-1930,1928,01/27/1928,15:00,"Almeria, Spain",Aeropostale,Passenger,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,Breguet,1.0,1.0,Unknown,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.
145,1921-1930,1928,02/26/1928,15:00,"Marquette, Nebraska",Boeing Air Transport,Passenger,Unknown,Boeing 40,Boeing,2.0,1.0,Unknown,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
146,1921-1930,1928,03/11/1928,15:00,"Off Cape Griz Nez, France",Air Union,Passenger,Paris - Croydon,Farman F-60 Goliath,Farman,2.0,2.0,Weather,Crashed into the sea while delivering mail in poor weather.
147,1921-1930,1928,04/17/1928,15:00,"Federal, Wyoming",Boeing Air Transport,Passenger,Unknown,Boeing 40,Boeing,2.0,1.0,Human Error,Spatial disorientation after entering a snowstorm.
148,1921-1930,1928,04/19/1928,15:00,"Minuesa, Spain",Iberia Airlines,Passenger,Barcelona - Madrid,Rohrbach Roland,Rohrbach,9.0,9.0,Weather,Crashed into a field after getting lost in fog.
149,1921-1930,1928,05/07/1928,15:00,"Florianopolis, Brazil Florianopolis, Brazil Florianopolis, Brazil",Aeropostale,Passenger,Unknown,Latecoere 26,Latecoere,5.0,1.0,Fire,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
150,1921-1930,1928,05/12/1928,15:00,"Dearborn, Minnesota",Ford Air Freight Inc.,Passenger,Dearborn - Buffalo,Ford 4,Ford,2.0,2.0,Unknown,The cargo plane crashed on it’s inaugural flight. The pilot tried to become airborne without sufficient speed.
151,1921-1930,1928,05/26/1928,15:00,"Radevormwald, Germany",Deutsche Lufthansa,Passenger,Essen - Dortmund - Frankfurt,Junkers F-13,Junkers,5.0,3.0,War,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error."
152,1921-1930,1928,06/14/1928,15:00,"Frankfurt, Germany",Deutsche Lufthansa,Passenger,Unknown,AEGK,AEG,5.0,5.0,Unknown,"The ""Viper"" crashed for unknown reasons."
153,1921-1930,1928,06/22/1928,15:00,"Lebo, Kansas",National Air Transport,Passenger,Chicago - Dallas,Douglas M-4,Douglas,1.0,1.0,Weather,The mail plane flew into tornado like winds and crashed in a field.
154,1921-1930,1928,07/10/1928,15:00,Over the Gulf of Finland,Aero O-Y,Passenger,Tallinn - Helsinki,Junkers F-13,Junkers,6.0,6.0,Unknown,Crashed under unknown circumstances
155,1921-1930,1928,07/13/1928,15:00,"Purley, England",Imperial Airways,Passenger,Testing,Vickers 74 Vulcan,Vickers,6.0,4.0,Machine Issue,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers."
156,1921-1930,1928,07/24/1928,14:48,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,Passenger,Sightseeing over Rotterdam,Fokker (KLM) F.III,Fokker,6.0,1.0,War,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven."
157,1921-1930,1928,08/25/1928,11:00,"Near Port Townsend, BC, Canada",British Columbia Airways,Passenger,Victoria - Seattle,Ford 4-AT-B Tri Motor,Ford,7.0,7.0,Weather,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.
158,1921-1930,1928,09/02/1928,91:5,"Toul, France",CIDNA,Passenger,Toul - Clermont-Ferrand,Bleriot Spad 33,Bleriot,5.0,5.0,Machine Issue,"After taking off the engine failed, the plane stalled and crashed."
159,1921-1930,1928,09/04/1928,15:00,"Adelaide Hills, Australia",Qantas,Passenger,Adelaide - Longreach,de Havilland DH.50J,de,2.0,1.0,Fire,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire."
160,1921-1930,1928,09/04/1928,11:30,"Pocatello, Idaho",National Parks Airways,Passenger,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,Fokker,7.0,7.0,Landing/Takeoff,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
161,1921-1930,1928,09/06/1928,15:00,"Heroldbach, Germany",Deutsche Lufthansa,Passenger,Unknown,Fokker FG III,Fokker,3.0,3.0,Machine Issue,Crashed due to engine failure.
162,1921-1930,1928,10/04/1928,15:00,"Gerona, Spain",Aeropostale,Passenger,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,Breguet,3.0,3.0,Weather,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,"
163,1921-1930,1928,10/18/1928,15:00,"Polk, Pennsylvania",National Air Transport,Passenger,Unknown,Douglas M-4,Douglas,1.0,1.0,Weather,The mail plane crashed into a hill and burned during the night during poor weather conditons.
164,1921-1930,1928,10/31/1928,15:00,"Valence, France",Air Union,Passenger,Paris - Lyon - Marseille,Bleriot Spad 56,Bleriot,2.0,1.0,Landing/Takeoff,The pilot attempted an emergency landing in a muddy field and crashed.
165,1921-1930,1928,11/15/1928,15:00,Off Gibraltar,Aeropostale,Passenger,Marseille - Palma de Majorca,Latecoere 32,Latecoere,3.0,1.0,Human Error,The sea plane stuck a lightning mast and crashed into houses. Pilot error.
166,1921-1930,1928,11/24/1928,15:00,"Edgerton, Ohio",Universal Airlines,Passenger,Cleveland - Chicago,Hamilton H-47,Hamilton,3.0,3.0,Weather,The mail plane crashed in a heavy snow storm.
167,1921-1930,1928,11/25/1928,15:00,"Edgerton, Ohio",Continental Air Lines,Passenger,Cleveland - Louisville,Travel Air 4000,Travel,1.0,1.0,Weather,The mail plane crashed in a heavy snow storm
168,1921-1930,1928,11/25/1928,15:00,"Bristolville, Ohio",National Air Transport,Passenger,Unknown,Douglas M-4,Douglas,1.0,1.0,Weather,The mail plane crashed in a snow storm.
169,1921-1930,1928,12/01/1928,10:00,"Spur, Texas",Sunbeam Air Transport Co.,Passenger,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,Ford,5.0,5.0,Unknown,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
170,1921-1930,1928,12/03/1928,08:00,"Near Rio de Janeiro,Brazil",Syndicato Condor,Passenger,Sightseeing,Dornier Wal,Dornier,14.0,14.0,War,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
171,1921-1930,1928,12/10/1928,10:45,"Spokan, Washington",Spokane Airways,Passenger,Colfax - Spokane,Ford Tri-motor 4,Ford,5.0,5.0,Landing/Takeoff,The aircraft crashed while attempting to land in fog.
172,1921-1930,1928,12/11/1928,15:00,"Letzlingen, Germany",Deutsche Lufthansa,Passenger,Cologne -  Berlin,Junkers G-31,Junkers,4.0,3.0,Landing/Takeoff,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
173,1921-1930,1928,12/20/1928,15:00,"Huron, Ohio",National Air Transport,Passenger,Cleveland - Chicago,Douglas M-4,Douglas,1.0,1.0,Human Error,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
174,1921-1930,1928,12/23/1928,15:00,"Chattanooga, Tennessee",Interstate Airlines,Passenger,Unknown,Fairchild FC-2,Fairchild,4.0,4.0,Unknown,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
175,1921-1930,1928,12/31/1928,15:00,"Reims, France",CIDNA,Passenger,Strasbourg - Paris,Blériot Spad 66,Blériot,3.0,2.0,Weather,Crashed into high ground in fog.
176,1921-1930,1929,01/05/1929,15:00,"Stafford Springs, Connecticut",Colonial Air Transport,Passenger,Unknown,Fairchild FC-2,Fairchild,1.0,1.0,Weather,Struck a mountain slope  in poor weather.
177,1921-1930,1929,01/18/1929,15:00,"Cove, Oregon",Varney Air Lines,Passenger,"Boise, ID - Pasco, WA",Stearman C-38,Stearman,1.0,1.0,War,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
178,1921-1930,1929,01/25/1929,15:00,"Near Corfu, Greece",Aeroespresso,Passenger,Brindisi - Athens - Istanbul,CMASA Wal,CMASA,9.0,2.0,Weather,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
179,1921-1930,1929,01/31/1929,15:00,Off Morocco,Aeropostale,Passenger,Agadir - Casablanca,Latecoere 26,Latecoere,2.0,2.0,Unknown,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
180,1921-1930,1929,01/31/1929,15:00,"Morgantown, West Virginia",Skyline Transportation Company,Passenger,Unknown,Travel Air 4000,Travel,1.0,1.0,War,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
